label,tweet,label_id
random,"@edsheeran don't you nick the pick and mix or they'll make a misfits character of you... Oh wait, Nathan did that.... :/",7

random,@Littlemixoffic so proud of you girls!! dna tour vids are making me teary! Love you lots xx http://t.co/aFDOhXRi,7

random,"@AGBrady @sc_brady @laurataunt @danambrown13 I won it the next year! Also, I was in a billy cart accident dammit! I was a victim!",7

random,"I'm at Kenmore Village Shopping Centre (Kenmore, QLD) http://t.co/mNRsG2dJ",7

2013_Queensland_Floods,Stay safe everyone in this weather.,5

random,@D_Keating Good enough to go back for a second. It would be my favourite burger if I was a regular item. @GrilldBurgers,7

random,@YoureADirtyPig OMG. been reading it since you posted it last night at chap17,7

random,"So despite a rubbish name and no real acclaim, Stake Land is a shocking good post apocalyptic vampire movie thats emotionally involving.",7

random,@starbucksjuseyo haha well since you've gotten the remotes out. Lets watch :D,7

random,@mthai660 lol don't worry! You can stalk your fave celebs and just say whatever you want on here. It's like updating your status haha,7

random,I dont think my mentions are working james. @James_Yammouni :( you should spam to see if it works #janoskianatorsLoveJames #JamesILoveYou,7

random,Ppl think I am crazy but honestly I hear noises in my old house all the time! I really think I have ghosts lol,7

random,Finally got my laptop back,7

random,"Very upset to be missing Derek tonight, can you get it over on Australian TV ASAP please @rickygervais",7

random,Not a valid reason to pxt this to me to cancel on a training session!  #puppy #gym #fitness  @ Brisbane http://t.co/pb0N7pm4,7

random,@Clinton82 that makes sense. Ziggler v Del Rio at Mania? Ziggler to cash in at the chamber?,7

random,"@sbear0112 yeah, been here to long already they must thing I'm going to hold up the store or something",7

2013_Queensland_Floods,Phones nearly dead and there is a power cut! #Bastard,5

random,EVERYONE STOP WHAT YOURE DOING LIKE @james_yammouni 's new FB PAGE GET HIM TO 1K SO HE WILL DO A FOLLOW SPREE !! https://t.co/JlhPoTtD,7

random,Henry Wagons and the Unwelcome Company #laneway @ RNA Showgrounds http://t.co/JkUHkFhg,7

random,I wonder how long before #optus gets mobile service back up,7

random,"@spbrown like every time I bother to boot Windows, its got 56 (or more) critical updates?",7

random,@HeyBrie_ coz its cheaper to buy and glasses a full of ice,7

random,@wowbiebervato pleaseee watch and share this funny video! http://t.co/CpmYi0nD,7

random,Heading back to Sydney (@ Qantas Terminal w/ 3 others) http://t.co/S2TYGQVX,7

random,RT @krustelkram: Prevent your Blogger Blog from Redirecting to Country-Specific URLs http://t.co/gFoJLMyq,7

random,@PoshLopez @thepaulconti   An epic in just 141 characters..  Needed the laugh..but wish I had swallowed the mouthful of coffee b4 reading!,7

random,@DylanSamuel_ that doesn't look like your usual meal of cock?,7

random,@sophbenj I imagine as much :),7

random,@Jano_Im_Chloe @christianantho YOUS WOULD BE REALLY CUTE TOGETHER WOW,7

random,Bam margeras band was awesome tonight~ Also there is no power for seceral suburbs..o-o,7

random,"I'm at Burger Urge (Kelvin Grove, QLD) [pic]: http://t.co/VckkQ1Tj",7

random,THERE'S GONNA BE A MOTHER FUCKIN TORNADO! AHHHHHHHHHHHHHHHH,7

random,@CharlotteGShore when are you coming here?,7

random,"The wind outside is unreal! But it's too hot to close my window, everything's gettin blown about everywhere  http://t.co/4CLpAZuS",7

random,@NiallOfficial hi if its not any trouble could I please get a follow by u if not its ok I understand ur busy ill just try again thanks babes,7

random,@Can_do_Campbell @kosmikray @qlder @guruatlarge I can understand yr pain comrade. Socialism is dead! Yr comrades spent the lot. #qld,7

2013_Queensland_Floods,I like the rain but not if it floods our homes. :(,5

random,@foodiegirlie Enjoyed your piece on Willow and Spoon. Spectacular brekkies. Must try dinner.,7

random,#vegetarian #night at villa Reiven! @ Dan Cox Studio http://t.co/Gk51wcRX,7

random,"@kjmci @ajmaus well onboard your objections, but after googling the topic on verbing in general, it seems basically a xeroxd history.",7

random,@Harry_Styles get ready for some hardcore love-making tonight bby ;) ...Wut,7

random,@tumi_rose A book??? Woow! Gotta get it out soon then,7

random,@auspost Hi was wondering what the status of two packages I'm expecting. Tracking #4F81031488 &amp; #4F81031495. My post code is 4810,7

random,@TealJesus_ I have gross beer and even grosser wine. That's probably not tempting but its the thought that counts.,7

random,@Lee_Tennant @Kate_McClymont It'd save vauable time for those in the know to profile the kinds of lunch menus that jell with @NeilChenoweth,7

random,@wally2603 I miss the drinkin sessions in toobeah.. remember when canavan 1st arrived and they had yeh guitar nd the spoons goin haha,7

random,@HashesUpdate I shall do my best for u.,7

2013_Queensland_Floods,One extreme to another. Really hoping the power doesn't go out #storm #oswald #inconvenience,5

random,@zoejrogers It certainly was! Then again I enjoyed everything I got to go to down there.,7

random,@zahrajane1 I used to say Bebs as well but then I started sayin babes,7

random,Clarks rd gone under :S   @chantelmaree_  @ Clarks Road Football Fields http://t.co/xQGAxwMr,7

random,Home in 1 hour and huggels with my baby,7

random,Broken tree! #strormdamage @ Broncos Leagues Club http://t.co/IKzUATSd,7

random,In other news. Rebecca Gibney. Don't say you wouldn't.,7

2013_Queensland_Floods,Thanks @AnnastaciaMP for visiting Sandgate and Brighton following our tidal flooding. Means a lot. App your help &amp; suppt for locals.,5

random,Soy yogurt &amp; toasted musli + dried fruit. I'm in food heaven.,7

random,Time for some serious fat burning ;) yeahya it's how's we do'ez it #detox #diet #fitness #HealthyLiving #BoomBaby,7

random,Putting away groceries - its like opening presents from yourself!,7

random,@PriyaReedus I think I might just go and hide under a rock while I shamelessly bawl my eyes out and wonder why I am even in existence :/,7

random,"Let down by three people today (and important people at that). Going to do what I do best... Move on, relocate, shut down and block out.",7

random,A big dumb tree got ripped out of the ground in our backyard. Currently leaning against back fence. Worried it will flip back this way.,7

random,Jo Jo not as cheap as it used to be. (@ Jo-Jo's Restaurant) http://t.co/Zlix8Zqp,7

2013_Queensland_Floods,BUGGER POO BUM just went to hand key back and apparently we can't leave due to flooding at Warwick and Lismore (the 2 routes home),5

random,amazing room in hotel with beach views $300.00 Surfers Paradise http://t.co/hbzHqCY3,7

2013_Queensland_Floods,Fortitude Valley &amp; Central Train Stations closed tomorrow #BigWet #BneFlood,5

random,@LittleBirdie87 it's bend and snap! Snjez. Works every time! #favouritemovieever,7

random,@ezziedunn I've got no expectations. Haha too hard otherwise,7

random,Having a cup of tea and toast to wash away my alcohol,7

random,I just made a new word: Awkwul . A mix between Awful and Awkward,7

random,Here it comes. Dickhead Mundine says he was robbed. Can't believe how much of a cock this bloke is. Tools of the year Mundine and SBW.,7

random,"@voitstarr Errrm, healthy controlled algae. And sort of :P",7

random,@berenichi: Fair chance of Brisbane being hit by tornadoes today and I don't have any ruby red shoes :(#fb,7

random,I wonder how @breebella12 is doing today #hello,7

random,@davidspry lookout bro they'll hit you with sacks of cat food,7

random,"Sometimes I forget I have children. Ah, yes. But ssshhhh! MT @GrantaMag: Jennifer Egan on why she writes http://t.co/7QUbT32p @Salon",7

random,@WillSinge I didn't even realise it was February :L,7

random,@JS_Slade @jslade07 @jslade23 @sonyaandrews hey cuz we're all good thanks all the fam safe aswell xo,7

random,"Balcony's completely destroyed, and 4 holes in our roof. This is a sucky public holiday day :(",7

random,@GadgetGirlTracy of course there is haha. I must have missed it,7

random,@pqpjhonny :) dont u speak english?,7

random,Sometimes I think if I had long black hair it would really bring the Muslim out in me.,7

random,"I'm at Hills International College (Jimboomba, QLD) http://t.co/9Fr3Ysuk",7

random,@LittleMixOffic You girls inspire me http://t.co/M6vQEraO,7

random,@c_rees that's awesome! Where are you moving to?,7

random,"You're all class, Mundine. An embarrassment to your country.",7

random,NRL MANLY 2012 JERSEYS NOW ON SPECIAL WERE $100 NOW ONLY $35 - HU $35.00 Molendinar http://t.co/OsJrBkh0,7

random,If I could I would buy everyone who doesn't have it already a copy of #BELIEVEacoustic  I am so proud of justin and want the works to know,7

2013_Queensland_Floods,QGA hopes that everyone has stated safe during this wild weather . Please call if you need advice or assistance,5

random,Thank you to @TransLinkSEQ for paying for so many taxis since the trains are down #oswald,7

random,@SonnyBWilliams #boxing  Bro waddup with #mundine??? Surely you don't think he won as well?? Good luck next Friday,7

random,Any psychologist and counsellors willing to volunteer their services for few days at the qld flood zones plse contact aca@theaca.net.au,7

random,"Dear Twitter, Thanks for killing my phone battery on a daily basis. Sincerely, Everyone.",7

random,friday evening workout sesh @ Snap Fitness !,7

random,@ffordaustralia thanks crew! Will never forget these last two years! ;-),7

random,Not often you see this in your back yard. All ambos were off duty so came separately. http://t.co/djVw7Vx8,7

random,Underneath anger is hurt and underneath hurt is love,7

random,"I'm at Logan City Council (Logan Central, QLD) http://t.co/kSQM0u04",7

random,The lying game is brilliant!!  #tvshow #sogood #hooked,7

random,Weet-bix &amp; Sesame Street.  @ Hemmant Village http://t.co/MSB4vk3i,7

random,@tabathacoffey Illness has recently taken most of my crown hair. I don't want 2 leave my house anymore. Wigs r 2 hot in N.Qld. Any advice:(?,7

2013_Queensland_Floods,@cr4ig9 I was watching it mate yeah I between the news for flood alerts!! #floods,5

random,@BlueDresses I will be sure too!!! I am so excited. Haven't been out in such a long time.,7

random,@andrew_urry what they have done as an organization is great given their resources &amp; location..,7

random,@M4ttAnderson I iz a good girl,7

2013_Queensland_Floods,Water rising (@ Hope Harbour Marina Villas) [pic]: http://t.co/WYLCCwj3,5

random,@addyjoy_ I'm not really in a state for any outdoor expeditions... Let alone the company of people... I'm so angry right now!!!,7

random,@ccowman87 Ouch! Lol. We come from the same place you twit,7

random,RT if you follow people just because they're attractive,7

random,@amyabrahams27 Fo Shiz! Our creek is well up http://t.co/BE4MsOBe,7

random,American Idol on @channelten Why?,7

random,"@Joey7Barton had you played for Man U, do you think fleet st would talk about you in the same way they did Roy Keane? I think you're same??",7

random,All of this is terribly familiar. #QLDFloods,7

2013_Queensland_Floods,Floods dj vu. Hope our child care centre survives this time! Couldnt go through that again. BCC Flood maps say yes.,5

random,"I know I should l know this but I don't, why don't you wear socks??? @Louis_Tomlinson",7

random,"Holy shit, ADR through the table",7

random,"@dannikadj: Goodnight all xo. Good night, love you x",7

random,@broughtmeurlove I know like wow um that's pretty sad that some people already hate him and they hardy even know what's going on?,7

random,@ajmaus no blocked both sides. Officially closed &amp; they are there for a second night,7

random,@likeanerdd haha sure...ya know...cuz I want to go blind haha :D,7

random,Get out of work on time to each some cricket and the windies already bowled out for 70 #sigh #Cricket9,7

random,"Serve a full time LDS mission or move to Utah&amp;study at BYU? What to do, what to do.. Facing some pretty tough decisions. -.- #MormonProblems",7

random,all I do is listen to music I should probably get a life.... lol fuck that,7

random,@Roger_Moorhouse it would discourage underlings asking for a raise!,7

2013_Queensland_Floods,544mm of rain in 24hours! Good on ya australia,5

random,I need to do my re-growth wow,7

random,Sore loser disgraceful a joke a has been @just give up u wanker http://t.co/4ZIvRvqB,7

random,"@PurdysChocolate that's gold, just hilarious!",7

random,my lunch break goes way too quickly :(,7

random,@iKidrauhlsBabey wouldn't have a clue forgot the password about 3 months ago,7

random,Tornados in Qld.... Wtf this weathers freaky!!,7

random,@matty0828 you were meant to say no so I could say 'I rest my case',7

random,Don't you hate it when people say I will follow you if you do something then they don't,7

random,@headway10 and he said Hey Babe wanna walk with me ?,7

random,@theqldpremier the link isn't working - perhaps high traffic. Can you list suburbs in a tweet please.,7
